127.0.0.1 - - [23/Jun/2023:09:15:06 +0900] "GET / HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:32 +0900] "GET /resources/image/main_logo(black%20stic).png HTTP/1.1" 200 95440
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:33 +0900] "GET /resources/favicon.ico HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:44 +0900] "GET /index HTTP/1.1" 200 8045
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:44 +0900] "GET /resources/css/commonStyles.css HTTP/1.1" 200 2288
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:44 +0900] "GET /resources/image/main%20logo.png HTTP/1.1" 200 15663
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:44 +0900] "GET /resources/image/main_logo(black%20stic).png HTTP/1.1" 200 95440
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:45 +0900] "GET /resources/favicon.ico HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:48 +0900] "GET /index HTTP/1.1" 200 8045
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:48 +0900] "GET /resources/css/commonStyles.css HTTP/1.1" 200 2288
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:48 +0900] "GET /resources/image/main%20logo.png HTTP/1.1" 200 15663
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:48 +0900] "GET /resources/image/main_logo(black%20stic).png HTTP/1.1" 200 95440
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:48 +0900] "GET /resources/favicon.ico HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:50 +0900] "GET /index HTTP/1.1" 200 8045
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:50 +0900] "GET /resources/css/commonStyles.css HTTP/1.1" 200 2288
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:50 +0900] "GET /resources/image/main%20logo.png HTTP/1.1" 200 15663
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:50 +0900] "GET /resources/image/main_logo(black%20stic).png HTTP/1.1" 200 95440
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:18:50 +0900] "GET /resources/favicon.ico HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:19:10 +0900] "GET /index HTTP/1.1" 200 8075
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:19:10 +0900] "GET /resources/image/main%20logo.png HTTP/1.1" 200 15663
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:19:10 +0900] "GET /resources/css/commonStyles.css HTTP/1.1" 200 2288
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:19:10 +0900] "GET /resources/image/main_logo(black%20stic).png HTTP/1.1" 200 95440
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:19:10 +0900] "GET /resources/favicon.ico HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:19:11 +0900] "GET /login HTTP/1.1" 200 1999
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:19:11 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:19:16 +0900] "POST /login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:19:16 +0900] "GET /index HTTP/1.1" 200 8075
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:19:21 +0900] "GET /board HTTP/1.1" 200 15490
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:22:21 +0900] "GET /register HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:34:46 +0900] "GET /board HTTP/1.1" 200 15490
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:34:51 +0900] "GET /board HTTP/1.1" 200 15490
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:34:56 +0900] "GET /Announcement HTTP/1.1" 200 8044
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:34:58 +0900] "GET /freeboard HTTP/1.1" 200 8042
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:35:18 +0900] "GET /dailyMovie HTTP/1.1" 200 301147
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:35:33 +0900] "GET /recommend?audiacc=10000000 HTTP/1.1" 200 16293
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:35:51 +0900] "GET /board HTTP/1.1" 200 15490
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:36:00 +0900] "GET /HowMuchDailyMovie HTTP/1.1" 200 1520887
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:36:10 +0900] "GET /SearchMovie HTTP/1.1" 200 901668
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:38:35 +0900] "GET /board HTTP/1.1" 200 15490
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:57:17 +0900] "GET /logout HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:58:28 +0900] "GET /dailyMovie HTTP/1.1" 200 301147
0:0:0:0:0:0:0:1 - - [23/Jun/2023:09:59:12 +0900] "GET /board HTTP/1.1" 200 15490
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:00:31 +0900] "GET /movieDetail?number=20226411 HTTP/1.1" 200 21849
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:26:07 +0900] "GET /logout HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:26:07 +0900] "GET /logout HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:26:26 +0900] "GET /index HTTP/1.1" 200 8075
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:40:26 +0900] "GET /index HTTP/1.1" 200 8075
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:40:28 +0900] "GET /register HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:40:31 +0900] "GET /login HTTP/1.1" 200 1999
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:40:36 +0900] "POST /login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:40:36 +0900] "GET /index HTTP/1.1" 200 8075
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:40:44 +0900] "GET /login HTTP/1.1" 200 1999
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:41:17 +0900] "POST /login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:41:17 +0900] "GET /register HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:41:22 +0900] "POST /login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:41:22 +0900] "GET /index HTTP/1.1" 200 8075
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:41:29 +0900] "GET /board HTTP/1.1" 200 16211
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:42:11 +0900] "GET /logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:42:11 +0900] "GET /index HTTP/1.1" 200 8075
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:42:13 +0900] "GET /login HTTP/1.1" 200 1999
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:42:18 +0900] "POST /login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:42:18 +0900] "GET /register HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:42:24 +0900] "POST /login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jun/2023:10:42:24 +0900] "GET /board HTTP/1.1" 200 16211
